"GeoFIPS","GeoName","Region","Table","LineCode","IndustryClassification","Description","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"19000","Iowa","4","SA51","51","...","Disposable personal income (thousands of dollars)",3850529,3264637,3776405,3961572,4186452,3990428,4383449,4160718,4403187,4886884,4946743,5080797,5161941,5495132,5729124,6098052,6442285,7127171,7684958,7811978,8351263,9201377,9909946,10510772,11582993,13996898,14138302,16112154,16938266,18687582,21618030,22912945,24300431,27513967,28624386,29516116,33262747,34441924,35696836,37012996,38071908,41283306,43432593,44533058,48071904,48082923,52541760,54638166,59591899,61891739,64829025,66560075,71448051,73781935,77132405,79519607,86827080,88354468,92954090,98780012,106661944,105879364,107673328,116678697,120586407,121329361,125021007,124706419
"19000","Iowa","4","SA51","52","...","Population (persons) 1/",2543000,2578000,2625000,2617000,2626000,2629000,2626000,2679000,2703000,2716000,2708000,2729000,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050295,3064904,3075935,3092341,3107126,3124287
"19000","Iowa","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1514,1266,1439,1514,1594,1518,1669,1553,1629,1799,1827,1862,1873,1994,2083,2220,2346,2599,2782,2797,2979,3280,3504,3686,4049,4887,4930,5592,5833,6412,7406,7855,8339,9462,9911,10282,11636,12172,12786,13377,13752,14901,15618,15918,17056,16949,18431,19055,20692,21408,22333,22813,24393,25164,26287,27029,29397,29805,31165,32935,35357,34911,35299,38069,39203,39235,40237,39915
"20000","Kansas","4","SA51","51","...","Disposable personal income (thousands of dollars)",2332838,2345851,2636654,2880927,3327186,3194350,3425624,3434360,3617804,3811267,4173482,4213723,4344861,4544473,4707479,4794472,5147181,5484900,5797271,6057731,6536729,7222442,7892947,8687889,9594448,10896600,11654406,12914662,13980029,15143309,16701209,18875336,20711799,23241235,25316113,26959348,29812130,31303361,33077984,34309456,36109200,37880479,40409048,42022672,45587493,47582667,49657245,51448935,54586483,57583646,61419836,63773681,67601560,70632831,72462325,75743541,79318010,82480876,88567535,93818854,102055169,100218635,101621078,109401203,113532082,114676538,116191322,118343612
"20000","Kansas","4","SA51","52","...","Population (persons) 1/",1892000,1925000,1916000,1950000,1977000,1994000,2042000,2093000,2119000,2128000,2142000,2160000,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858949,2869965,2885966,2895801,2904021,2912013
"20000","Kansas","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1233,1219,1376,1477,1683,1602,1678,1641,1707,1791,1948,1951,1990,2052,2110,2163,2330,2486,2635,2757,2950,3230,3511,3868,4254,4812,5139,5668,6082,6533,7159,8041,8743,9745,10543,11161,12298,12896,13598,14030,14667,15319,16285,16818,18002,18612,19243,19780,20878,21851,23085,23811,25096,26139,26704,27816,29008,30044,32056,33702,36343,35379,35545,38119,39339,39601,40010,40640
"21000","Kentucky","5","SA51","51","...","Disposable personal income (thousands of dollars)",2639642,2530635,2748592,3186199,3334931,3504870,3480265,3637744,3830789,3976619,4210339,4423141,4554945,4878474,5138313,5412812,5680511,6147357,6649130,7226694,7814434,8524643,9337653,10254906,11188388,12702664,14037907,15636639,17379280,19328379,21444629,24058481,26312935,29097788,31101870,32486260,36605735,38051731,39139462,41097844,44883603,47903049,50742303,53851924,58090631,60271669,63194685,65967641,69854663,73782180,78104474,81594039,88581129,91726638,95483336,98690713,105020789,109477791,115771919,120302895,126231614,127022531,130497169,136443870,142192903,142257768,148207019,154299242
"21000","Kentucky","5","SA51","52","...","Population (persons) 1/",2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4349838,4370038,4383465,4399583,4413457,4425592
"21000","Kentucky","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",937,888,936,1083,1142,1207,1199,1250,1322,1358,1422,1475,1498,1597,1669,1748,1815,1958,2113,2278,2446,2666,2890,3109,3354,3768,4108,4508,4923,5407,5938,6603,7181,7928,8444,8793,9906,10299,10613,11158,12197,13027,13736,14467,15427,15810,16418,16969,17822,18666,19598,20307,21877,22548,23346,23971,25330,26174,27439,28262,29425,29423,30000,31223,32438,32334,33581,34865
"22000","Louisiana","5","SA51","51","...","Disposable personal income (thousands of dollars)",2445645,2663637,2855397,3146798,3378092,3593308,3616680,3836780,4237082,4680189,4830445,4985729,5109452,5316529,5610100,5954426,6428949,6976188,7603348,8355494,9069053,9548853,10481895,11438000,12422650,13896603,15650324,17794683,19844714,22090748,25101544,28281909,32417496,37066421,40438886,42638686,45610174,47425487,48082111,48167217,51037396,53872199,57961356,61211867,65939507,69144801,73579992,77008970,79617440,83278477,87197054,89317157,94151627,100410101,104722558,108926433,115257671,123309127,129887744,141158631,150669771,150067784,155820924,161433173,170176391,171145036,176526975,181967183
"22000","Louisiana","5","SA51","52","...","Population (persons) 1/",2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4545581,4575972,4604744,4629284,4649676,4671374
"22000","Louisiana","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",942,1011,1059,1136,1189,1254,1254,1302,1397,1502,1531,1554,1567,1617,1677,1763,1866,1995,2142,2333,2517,2639,2872,3082,3302,3668,4096,4578,5022,5501,6162,6833,7676,8654,9291,9701,10365,10759,10911,11088,11900,12667,13730,14392,15360,16019,16925,17587,18099,18837,19637,20023,21054,22424,23286,24093,25319,26943,30188,32261,33968,33410,34280,35278,36957,36970,37965,38954
"23000","Maine","1","SA51","51","...","Disposable personal income (thousands of dollars)",1028077,1018353,1043853,1136657,1222227,1234375,1275984,1410595,1473831,1530431,1603339,1677342,1762481,1787378,1851663,1922503,2091650,2261338,2400482,2505936,2638473,2871089,3187630,3472336,3782234,4209084,4678378,5095206,5796469,6305933,6930346,7655990,8585746,9405615,10112966,10981335,12242635,13139337,14192271,15300305,16884927,18398867,19195084,19634765,20646308,21332149,22146337,23150899,24330948,25480323,26963893,28286579,30167741,31794049,33625263,35749040,37772796,38213594,40289608,41853899,43641153,44388310,44871287,46253329,47551249,47154822,48576806,49914721
"23000","Maine","1","SA51","52","...","Population (persons) 1/",878000,903000,917000,916000,915000,913000,927000,934000,938000,943000,944000,957000,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327361,1327930,1328592,1328702,1330089,1329492
"23000","Maine","1","SA51","53","...","Per capita disposable personal income (dollars) 2/",1171,1128,1138,1241,1336,1352,1376,1510,1571,1623,1698,1753,1808,1796,1863,1936,2106,2268,2403,2496,2654,2894,3198,3419,3655,4022,4413,4747,5318,5705,6213,6806,7619,8301,8897,9593,10594,11298,12129,12916,14026,15082,15584,15872,16670,17171,17822,18618,19479,20307,21415,22329,23623,24729,25946,27362,28753,28976,30439,31539,32800,33385,33805,34831,35791,35489,36521,37544
"24000","Maryland","2","SA51","51","...","Disposable personal income (thousands of dollars)",3156450,3245460,3624711,4048492,4406534,4750488,4874186,5233582,5672663,6056051,6175926,6467117,6782421,7268995,7763945,8289930,9176508,9973791,10854758,11794445,12687441,14509457,16446907,18388228,19852259,21963651,23788867,26217886,28470842,30586111,33950996,37068086,41442614,45535526,49705913,54042235,59805093,65268687,70568323,75185328,83628578,89448245,95032067,99289088,104825606,108944822,113584733,117961549,122750046,127593715,138256423,146622131,158708115,167663656,177803820,187482835,201440750,210235322,223535499,231662421,242551556,247648695,254619228,264882123,274289552,270568084,280295336,290071354
"24000","Maryland","2","SA51","52","...","Population (persons) 1/",2271000,2329000,2355000,2441000,2500000,2567000,2685000,2742000,2811000,2873000,2982000,3066000,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788101,5843833,5891819,5938737,5976407,6007289
"24000","Maryland","2","SA51","53","...","Per capita disposable personal income (dollars) 2/",1390,1393,1539,1659,1763,1851,1815,1909,2018,2108,2071,2109,2179,2289,2379,2448,2628,2770,2938,3139,3326,3751,4176,4571,4864,5345,5755,6307,6824,7292,8061,8777,9803,10684,11606,12529,13700,14790,15727,16468,17954,18922,19799,20398,21291,21912,22613,23266,24012,24740,26565,27904,29883,31195,32682,34111,36316,37593,39723,40977,42665,43217,43990,45327,46554,45560,46900,48287
"25000","Massachusetts","1","SA51","51","...","Disposable personal income (thousands of dollars)",6472310,6506597,7215419,7696460,7882328,8417837,8694087,9160063,9756463,10295504,10538522,11181931,11549388,12236669,12871882,13380972,14515616,15454943,16501215,17885115,19237439,20601661,22610629,24490588,26027147,28406436,30600770,33485024,35672919,38663637,42572840,46917247,52545032,58005737,64319964,70249961,79630498,85687026,91962695,99071157,110460141,115912892,119408574,122186780,128876297,133644229,139778942,146922227,154614178,162757696,170912324,181121845,197206330,209949206,219250823,227304834,237740372,245414314,263007198,271375257,284654034,288878107,296022828,308655647,326562686,321323210,334046624,346508795
"25000","Massachusetts","1","SA51","52","...","Population (persons) 1/",4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6564073,6612270,6655829,6708874,6745408,6795177
"25000","Massachusetts","1","SA51","53","...","Per capita disposable personal income (dollars) 2/",1385,1372,1540,1654,1695,1752,1771,1876,1995,2089,2103,2185,2238,2345,2446,2504,2664,2809,2981,3197,3424,3646,3964,4268,4517,4911,5297,5811,6205,6731,7413,8165,9145,10055,11145,12113,13634,14571,15580,16692,18472,19269,19827,20302,21377,22051,22932,23923,25019,26141,27251,28671,31002,32817,34166,35392,37076,38326,41030,42194,44003,44323,45097,46679,49064,47895,49522,50993
"26000","Michigan","3","SA51","51","...","Disposable personal income (thousands of dollars)",8790815,8878347,10050675,10950976,11585312,13078967,13007154,14484893,15013183,15465843,15416031,16222962,16781964,16984519,18043629,19200534,21331235,23589489,25579964,26594903,28865115,30765098,32328463,35497678,38730591,43486437,46745886,50823220,55856164,62229214,68755633,75326504,81813180,87188245,91226500,96654723,107182924,115452906,123119331,127683016,136911692,146864849,154503769,158509953,169316653,176847892,189513738,199626053,209003764,219233469,230257793,241474484,257803024,262256688,269450004,279549112,290973386,296778320,304004222,310214130,317707035,309831660,316441437,331751445,342795255,344847644,358235401,371508063
"26000","Michigan","3","SA51","52","...","Population (persons) 1/",6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9876498,9875736,9884781,9898193,9909877,9923895
"26000","Michigan","3","SA51","53","...","Per capita disposable personal income (dollars) 2/",1415,1402,1569,1686,1742,1917,1841,1988,2011,2043,2011,2089,2142,2152,2275,2383,2606,2823,3005,3082,3319,3504,3634,3957,4292,4794,5132,5580,6126,6796,7472,8144,8839,9467,10008,10683,11844,12720,13488,13897,14853,15872,16593,16862,17862,18537,19746,20631,21417,22350,23381,24398,25903,26249,26903,27840,28937,29527,30291,31017,31940,31291,32040,33593,34679,34839,36149,37436
"27000","Minnesota","4","SA51","51","...","Disposable personal income (thousands of dollars)",3809163,3618102,3992061,4337904,4432944,4702507,4910583,5176944,5389100,5718265,6065791,6273576,6634699,6985318,7326963,7802558,8211814,9042401,9741206,10427994,11414589,12474688,13789009,14860200,15907074,18874146,19915354,21716882,23297765,26175175,29211825,32177785,35895706,39640980,42707767,45147353,51747136,54914794,58357233,61723537,65164396,71216028,75512686,78245692,83990386,86218418,92462485,97361464,103846291,109388294,118790832,126003239,135697460,142225658,148349079,157321723,166515608,169469978,178576678,187931644,197321804,193974906,201220346,212632821,223678073,222986775,231113016,237852796
"27000","Minnesota","4","SA51","52","...","Population (persons) 1/",2868000,2935000,2997000,3010000,3030000,3050000,3113000,3172000,3240000,3274000,3313000,3366000,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5310418,5348036,5380615,5422060,5457173,5490216
"27000","Minnesota","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1328,1233,1332,1441,1463,1542,1577,1632,1663,1747,1831,1864,1937,2013,2086,2210,2308,2517,2693,2850,3083,3320,3614,3858,4114,4858,5109,5532,5888,6577,7294,7968,8787,9641,10337,10901,12446,13124,13877,14574,15168,16417,17202,17619,18683,18924,20055,20892,22035,22964,24679,25855,27504,28543,29558,31131,32729,33102,34584,36091,37606,36729,37892,39759,41571,41126,42350,43323
"28000","Mississippi","5","SA51","51","...","Disposable personal income (thousands of dollars)",1581504,1413436,1621578,1770002,1864834,1896582,1845098,2089751,2110848,2137278,2319571,2554570,2572873,2809557,2906449,3188760,3325245,3602969,3900596,4220398,4588047,5053622,5514241,6202901,6966132,8003277,8708563,9598558,10784264,12031820,13249980,14917754,16209657,18063879,19422345,20250335,22232461,23430382,24406174,25718139,27606554,29742743,31197848,32979216,35612008,37824153,40799250,43027136,45534799,47978459,50754884,52480108,55526167,58841887,60803136,63500211,67967982,72081469,74719479,79392790,82728296,83188646,84548191,88077590,91354668,92429430,94594478,97038425
"28000","Mississippi","5","SA51","52","...","Population (persons) 1/",2076000,2085000,2176000,2163000,2152000,2105000,2064000,2060000,2086000,2088000,2086000,2138000,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970811,2978464,2986137,2992206,2994079,2992767
"28000","Mississippi","5","SA51","53","...","Per capita disposable personal income (dollars) 2/",762,678,745,818,867,901,894,1014,1012,1024,1112,1195,1179,1274,1296,1421,1484,1604,1737,1894,2068,2276,2483,2738,3019,3406,3661,4000,4437,4891,5325,5948,6419,7114,7596,7887,8624,9053,9410,9935,10699,11554,12097,12690,13573,14246,15173,15803,16570,17277,18096,18555,19494,20625,21270,22139,23526,24805,25721,27112,28064,28116,28460,29571,30593,30890,31594,32424
"29000","Missouri","4","SA51","51","...","Disposable personal income (thousands of dollars)",4859816,4760539,5246777,5677411,5908969,6266962,6427659,6864015,7234960,7438665,7950526,8400305,8590375,8885130,9320696,9756396,10467983,11307934,12076618,12830084,14098666,14646917,16216730,17670909,18989755,21302986,22620757,25129161,27281816,30224995,33415382,37074072,40260891,44747180,47584035,51880328,57799869,61636732,65038100,68342066,72698538,77506079,81011199,85373052,91356254,95453531,100767898,105524725,111241070,117629324,123007781,128114686,137075143,141810219,148110964,156015478,164956322,169657448,179783106,187579525,197134870,197441837,200054128,206012572,216984143,218025906,225575377,230896758
"29000","Missouri","4","SA51","52","...","Population (persons) 1/",3844000,3882000,3964000,4015000,3972000,4020000,4066000,4134000,4163000,4189000,4186000,4258000,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996085,6010544,6025281,6044917,6063589,6084455
"29000","Missouri","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1264,1226,1324,1414,1488,1559,1581,1660,1738,1776,1899,1973,1986,2043,2139,2221,2357,2531,2670,2827,3086,3157,3462,3742,3995,4462,4727,5240,5656,6238,6860,7583,8180,9073,9653,10494,11617,12327,12948,13515,14306,15210,15795,16511,17511,18109,18925,19621,20481,21461,22277,23034,24446,25139,26100,27326,28699,29300,30771,31860,33278,33122,33364,34275,36012,36068,37202,37949
"30000","Montana","7","SA51","51","...","Disposable personal income (thousands of dollars)",814884,752157,924494,992718,1007430,1022775,1021182,1121511,1177350,1224754,1293155,1244397,1307348,1302037,1546872,1528670,1580399,1689230,1804222,1833385,1919673,2071393,2332215,2528334,2897167,3343957,3623226,4031598,4285749,4603163,5431250,5751995,6338206,7223463,7699009,8148158,8645414,8780759,9223761,9403003,9607065,10531195,11098967,11901361,12650719,13700838,14006811,14809227,15460580,16050303,17223588,17704098,18878208,19906812,20807737,22309459,23868117,25014235,26827355,28565916,30414637,30121786,31368313,33269821,35338758,35199504,36341355,37720515
"30000","Montana","7","SA51","52","...","Population (persons) 1/",542000,569000,593000,596000,602000,616000,624000,636000,656000,667000,666000,669000,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990575,997661,1005163,1014864,1023579,1033112
"30000","Montana","7","SA51","53","...","Per capita disposable personal income (dollars) 2/",1503,1322,1559,1666,1673,1660,1637,1763,1795,1836,1942,1860,1925,1871,2216,2174,2239,2393,2552,2615,2742,2985,3345,3556,4029,4597,4915,5381,5650,5968,6927,7289,8036,9082,9576,10010,10532,10678,11335,11680,12006,13170,13870,14699,15320,16219,16262,16895,17445,18037,19300,19726,20888,21949,22824,24259,25664,26608,28160,29611,31149,30612,31667,33348,35157,34684,35504,36512
"31000","Nebraska","4","SA51","51","...","Disposable personal income (thousands of dollars)",1812062,1653194,1967805,2004577,2156440,2038612,2213727,2135830,2192877,2575933,2673236,2694078,2842631,2886383,3169232,3245524,3376772,3724624,3967797,4088953,4325683,4759881,5172522,5777016,6284287,7341579,7559727,8818820,9169062,9808075,11406434,12138643,12957380,15164476,16089513,17112726,19214876,20236355,20838292,21703081,23172203,24418248,26113484,27187501,28986722,29892842,31719172,33350513,36288242,36967522,39462126,41295677,43596527,45834303,47776246,51692838,53870429,55412454,57171389,61233518,65440592,65096638,66663792,73105701,76280015,77570502,80084267,80770173
"31000","Nebraska","4","SA51","52","...","Population (persons) 1/",1265000,1302000,1327000,1316000,1311000,1318000,1340000,1374000,1397000,1394000,1383000,1397000,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1829865,1842232,1855487,1868969,1881503,1896423
"31000","Nebraska","4","SA51","53","...","Per capita disposable personal income (dollars) 2/",1432,1270,1483,1523,1645,1547,1652,1554,1570,1848,1933,1928,2006,1996,2165,2199,2279,2532,2725,2806,2949,3229,3476,3841,4139,4803,4916,5721,5920,6310,7308,7760,8241,9607,10172,10801,12095,12770,13236,13854,14745,15505,16510,17036,17985,18389,19352,20127,21681,21921,23270,24224,25438,26650,27644,29732,30794,31458,32251,34334,36429,35912,36431,39683,41111,41504,42564,42591
"32000","Nevada","8","SA51","51","...","Disposable personal income (thousands of dollars)",247943,264420,301022,340808,389495,439828,471879,553491,572772,613405,653093,720681,781824,858009,1031691,1154218,1277418,1370562,1439792,1524353,1742069,1931074,2250076,2542435,2821699,3196320,3529403,4082136,4570659,5260511,6292267,7238290,8427697,9556961,10315377,11044705,12068141,13084778,14121480,15369259,17412459,19598993,21956217,24392452,27033616,29105419,32372102,35512887,38843930,42602088,46121517,50065067,54736708,58357120,61859735,67608025,75222799,83493789,89375754,94775224,96317425,91013258,91450910,93368554,98731209,98131036,103475955,108520598
"32000","Nevada","8","SA51","52","...","Population (persons) 1/",156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2703493,2718586,2755245,2791494,2839099,2891398
"32000","Nevada","8","SA51","53","...","Per capita disposable personal income (dollars) 2/",1589,1684,1858,2029,2152,2256,2215,2335,2291,2359,2428,2583,2687,2724,2931,2907,2999,3087,3228,3395,3754,4023,4562,4889,5161,5618,5915,6586,7066,7757,8747,9460,10402,11275,11702,12245,13048,13759,14401,15018,16197,17232,17987,18819,20005,20624,21592,22454,23311,24149,24888,25877,27114,27810,28457,30063,32061,34329,35429,36437,36296,33901,33827,34345,35834,35154,36447,37532
"33000","New Hampshire","1","SA51","51","...","Disposable personal income (thousands of dollars)",628195,643890,675575,734348,774722,821530,878422,944422,998249,1062945,1086535,1181950,1236807,1307661,1396162,1448334,1589632,1707038,1849993,2019406,2216975,2469071,2620532,2895744,3153879,3590756,3936796,4351609,4876427,5487364,6270477,7153917,8207475,9269078,10322676,11339686,12867835,14100349,15512743,17149262,19003664,20358748,20549180,21385286,22453404,23112969,24746456,26211493,27497867,29169544,31638221,33116221,36534049,38454063,40373014,41970345,45068700,46401303,49492909,51112325,52896740,53190326,54592086,57306472,60857900,60292453,62959410,65299003
"33000","New Hampshire","1","SA51","52","...","Population (persons) 1/",520000,533000,532000,529000,535000,547000,554000,557000,566000,572000,581000,596000,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316517,1318109,1321297,1322616,1326813,1330748
"33000","New Hampshire","1","SA51","53","...","Per capita disposable personal income (dollars) 2/",1208,1208,1270,1388,1448,1502,1586,1696,1764,1858,1870,1983,2031,2116,2209,2232,2398,2525,2717,2897,3127,3410,3532,3799,4035,4478,4818,5243,5757,6294,7014,7845,8880,9896,10892,11835,13173,14146,15134,16266,17554,18432,18473,19267,20087,20464,21659,22644,23408,24524,26235,27100,29466,30628,31813,32793,34934,35735,37827,38942,40198,40415,41467,43476,46059,45586,47452,49069
"34000","New Jersey","2","SA51","51","...","Disposable personal income (thousands of dollars)",7207805,7357600,8128533,9057872,9686872,10434180,10777318,11449831,12378611,13193319,12992817,13985896,14684342,15440374,16587602,17383328,18987526,20255583,21929208,23468486,25536898,28293866,31067955,33976789,36428289,39890704,43155556,47353429,50781358,54946234,60845233,66841716,74970515,83435336,90209046,98742822,109879934,116882352,124901111,133542625,148340490,159461869,167682208,171353970,184709457,189646399,195588952,208676736,219156895,231597836,243894642,253262824,276690378,287423038,304543559,316791761,332574772,341242670,363596036,375920751,390369775,391197734,399028721,413724904,429785089,424872162,444987688,459568402
"34000","New Jersey","2","SA51","52","...","Population (persons) 1/",4774000,4889000,4872000,5006000,5125000,5229000,5360000,5502000,5615000,5737000,5890000,6015000,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8803580,8842614,8876000,8911502,8938175,8959307
"34000","New Jersey","2","SA51","53","...","Per capita disposable personal income (dollars) 2/",1510,1505,1668,1809,1890,1995,2011,2081,2205,2300,2206,2325,2406,2465,2602,2662,2851,2993,3201,3387,3646,3988,4321,4666,4965,5438,5883,6450,6915,7484,8271,9066,10164,11264,12140,13223,14620,15449,16387,17409,19234,20639,21600,21927,23439,23858,24405,25816,26892,28179,29430,30296,32820,33844,35608,36830,38517,39441,41978,43319,44813,44680,45326,46788,48421,47677,49785,51295
"35000","New Mexico","6","SA51","51","...","Disposable personal income (thousands of dollars)",642819,707780,802982,917851,989407,1047440,1084852,1171174,1263462,1407904,1577899,1686853,1738209,1818289,1881809,1946942,2083352,2192515,2303277,2378323,2563458,2798822,3130836,3516912,3921998,4394176,4910404,5687720,6279842,7017069,7959703,8967229,10082511,11268989,12271381,13450262,14756107,15915620,16657975,17197299,18165352,19364799,20717198,22266219,23978625,25714124,27421816,29510514,30869043,32230661,34072570,35052515,38160519,41305491,43459807,45096599,47885989,50963502,53981203,56972271,60825471,60463059,62962841,65801099,68134632,66956456,70353945,72723989
